Terminal Code,Customer site.,Address,Postcode 
T092B030B245G262,ธนาคารออมสิน,สาขาบัวใหญ่(G2) 153 ถ.วิเวศน์รัตน์ ต.บัวใหญ่ อ.บัวใหญ่ จ.นครราชสีมา 30120,30120
T091B030B249G262,ธนาคารออมสิน,สาขาสีคิ้ว(G1) 12/3 หมู่ที่ 2 ถ.เทศบาล 7 ต.สีคิ้ว อ.สีคิ้ว จ.นครราชสีมา 30140,30140
T091B030B167G262,ธนาคารออมสิน,สาขาโคกกระเทียม(G1) 75/1 หมู่ที่ 7 ถ.พหลโยธิน ต.เขาพระงาม อ. เมือง จ.ลพบุรี 15160,15160
T092B030B167G262,ธนาคารออมสิน,สาขาโคกกระเทียม(G2) 75/1 หมู่ที่ 7 ถ.พหลโยธิน ต.เขาพระงาม อ. เมือง จ.ลพบุรี 15160,15160
T091B030B469G262,ธนาคารออมสิน,สาขาเจริญนคร(G1) 1411 ถ.เจริญนคร แขวงบางลำภูล่าง เขตคลองสาน กรุงเทพฯ 10600,10600
T092B030B511G262,ธนาคารออมสิน,สาขาถนนจันทน์(G2) 226-228 ถ.จันทน์ แขวงทุ่งวัดดอน เขตสาทร กรุงเทพฯ 10120,10120
T092B030B070G262,ธนาคารออมสิน,สาขาเทเวศร์(G2) 250/7-9 ถ.สามเสน แขวงบางขุนพรหม เขตพระนคร กรุงเทพฯ 10200,10200
T091B030B035G262,ธนาคารออมสิน,สาขาสมุทรสาคร(G1) 927/16 ชั้น 2  ถ.เศรษฐกิจ 1 ต.มหาชัย อ.เมืองสมุทรสาคร จ.สมุทรสาคร 74000,74000
T092B030B035G262,ธนาคารออมสิน,สาขาสมุทรสาคร(G2) 927/16 ชั้น 2  ถ.เศรษฐกิจ 1 ต.มหาชัย อ.เมืองสมุทรสาคร จ.สมุทรสาคร 74000,74000
T091B030B703G262,ธนาคารออมสิน,สาขาเมืองสมุทร(G1) 369/1 ถ.สุขุมวิท ต.ปากน้ำ อ.เมืองสมุทรปราการ จ.สมุทรปราการ 10270,10270
T092B030B223G262,ธนาคารออมสิน,สาขาแม่ริม(G2) 114 หมู่ที่ 1 ถ.เชียงใหม่-ฝาง ต.ริมใต้ อ.แม่ริม จ.เชียงใหม่ 50180,50180
T091B030B986G262,ธนาคารออมสิน,สาขาแม่วาง(G1) 4/10-12 หมู่ที่ 5 ต.บ้านกาด อ.แม่วาง จ.เชียงใหม่ 50360,50360
T092B030B986G262,ธนาคารออมสิน,สาขาแม่วาง(G2) 4/10-12 หมู่ที่ 5 ต.บ้านกาด อ.แม่วาง จ.เชียงใหม่ 50360,50360
T091B030B856G262,ธนาคารออมสิน,สาขาแม่อาย(G1) 2 หมู่ที่ 7 ต.แม่อาย อ.แม่อาย จ.เชียงใหม่ 50280,50280
T021B030BE19G262,ธนาคารออมสิน,บริษัท สยามซานิทารีแวร์ อินดัสทรี่ส์(หนองแค) จำกัด  22 ม.1 ต.บัวลอย อ.หนองแค จ.สระบุรี 18230,18230
T016B030BE16G262,ธนาคารออมสิน,ห้างสรรพสินค้าเทสโก้ โลตัส สาขาสิงห์บุรี โซนการติดตั้งเครื่อง ATM ช.1   189 ม. 7 ต.บางงา อ.ท่าวุ้ง  จ.ลพบุรี 15150,15150
T020B030BE16G262,ธนาคารออมสิน,ร้าน Permpoom 24 หมู่ 4 ต.ซอนม่วง อ.บ้านหมี่ จ.ลพบุรี 15110,15110
T091B030B908G262,ธนาคารออมสิน,สาขาปตท.ประเวศ(G1) 953/4 สถานีบริการน้ำมัน ปตท. บริษัท เอสซีจี ประเวศ จำกัด เลขที่ 953 ถ.อ่อนนุช แขวงประเวศ เขตประเวศ กรุงเทพฯ 10250,10250
T092B030B452G262,ธนาคารออมสิน,สาขาจรัญสนิทวงศ์(G2) 180/13-15 ถนนจรัญสนิทวงศ์ แขวงบ้านช่องหล่อ เขตบางกอกน้อย กรุงเทพฯ 10700,10700
T092B030B240G262,ธนาคารออมสิน,สาขาแม่สาย(G2) 80 หมู่ที่ 1 ต.เวียงพางคำ อ.แม่สาย จ.เชียงราย 57130,57130
T091B030B841G262,ธนาคารออมสิน,สาขาเวียงเชียงรุ้ง(G1) 236 หมู่ที่ 12 ต.ทุ่งก่อ อ.เวียงเชียงรุ้ง จ.เชียงราย 57350,57350
T091B030B859G262,ธนาคารออมสิน,"สาขามหาวิทยาลัยพะเยา(G1) 211, 211/1 หมู่ที่ 16 ต.แม่กา อ.เมืองพะเยา จ.พะเยา 56000",56000
T091B030B462G262,ธนาคารออมสิน,สาขาปง(G1) 200 หมู่ 1 ถ.ขุนยม ต.นาปรัง อ.ปง จ.พะเยา 56140,56140
T091B030B575G262,ธนาคารออมสิน,สาขาด่านซ้าย(G1) 157 หมู่ 14 ถ.เลย-หล่มสัก ต.ด่านซ้าย อ.ด่านซ้าย จ.เลย 42120,42120
T091B030B415G262,ธนาคารออมสิน,สาขาปากชม(G1) 460 ม.1 ถ.ปากชม-ศรีเมืองใหม่ ต.ปากชม อ.ปากชม จ.เลย 42150,42150
T091B0301020G262,ธนาคารออมสิน,สาขาดอนมดแดง(G1) ที่ว่าการอำเภอดอนมดแดง หมู่ 12 ต.เหล่าแดง อ.ดอนมดแดง จ.อุบลราชธานี 34000,34000
T091B030B854G262,ธนาคารออมสิน,สาขาต้นซุง แอฟเวนิว(G1) บริเวณโซน A ห้องเลขที่ BK103 ชั้น 1 โครงการต้นซุง แอฟเวนิว เลขที่ 226/3 ถ.ประดิษฐ์มนูธรรม แขวงพลับพลา เขตวังทองหลาง กรุงเทพมหานคร 10310,10310
T091B0301015G262,ธนาคารออมสิน,สาขาสยามสแควร์ วัน(G1) 388 ถ.พระราม 1 แขวงปทุมวัน เขตปทุมวัน กรุงเทพมหานคร 10330,10330
T091B030B589G262,ธนาคารออมสิน,สาขาเมเจอร์ซีนีเพล็กซ์ รังสิต เครื่องที่ 1(G1) ภายในบริเวณเมเจอร์ซีนิเพล็กซ์ รังสิต 439 หมู่ที่ 2 ถ.พหลโยธิน ต.ประชาธิปัตย์ อ.ธัญบุรี จ.ปทุมธานี 12130,12130
T045B030BE57G262,ธนาคารออมสิน,เทศบาลตำบลจันจว้า 49 ม.2  ถ.แม่จัน-เชียงแสน ต.จันจว้า  อ.แม่จัน จ.เชียงราย 57270,57270
T036B030BE57G262,ธนาคารออมสิน,หน้าที่ทำการเทศบาลป่างิ้ว หน้าที่ทำการเทศบาลป่างิ้ว ม.1 ต.ป่างิ้ว อ.เวียงป่าเป้า จ.เชียงราย 57170,57170
T091B030B301G262,ธนาคารออมสิน,สาขาบ้านแพง(G1) 16 หมู่ที่ 4 ถ.เจริญยงค์ ต.บ้านแพง อ.บ้านแพง จ.นครพนม 48140,48140
T012B030BE48G262,ธนาคารออมสิน,ร้านเพาล์ซูเปอร์สโตร์ 208 ม.3 ต.พะซอง อ.นาแก จ.นครพนม,48130
T091B0301040G262,ธนาคารออมสิน,สาขากุดข้าวปุ้น(G1) 286 หมู่ 1 ต.ข้าวปุ้น อ.กุดข้าวปุ้น จ.อุบลราชธานี 34270,34270
T091B030B215G262,ธนาคารออมสิน,สาขาสรรคบุรี(G1) 4/13 หมู่ที่ 8 ถ.เจ้ายี่พระยา ต.แพรกศรีราชา อ.สรรคบุรี จ.ชัยนาท 17140,17140
T091B030B246G262,ธนาคารออมสิน,สาขาปักธงชัย(G1) 320/8-9 หมู่ที่ 2 ถ.สืบศิริ ต.เมืองปัก อ.ปักธงชัย จ.นครราชสีมา 30150,30150
T091B030B420G262,ธนาคารออมสิน,สาขานาน้อย(G1) 316 หมู่ที่ 1 ถ.เจ้าฟ้า ต.นาน้อย อ.นาน้อย จ.น่าน 55150,55150
T091B030B697G262,ธนาคารออมสิน,สาขาท่าปลา 141/16-18 หมู่ที่ 1 ถ.สายอุตรดิตถ์-เขื่อนสิริกิติ์ ต.ร่วมจิต อ.ท่าปลา จ.อุตรดิตถ์ 53190,53190
T091B030B962G262,ธนาคารออมสิน,"สาขาทองแสนขัน(G1) 154,154/1 หมู่ที่ 2 ต.บ่อทอง อ.ทองแสนขัน จ.อุตรดิตถ์ 53230",53230
T091B030B266G262,ธนาคารออมสิน,สาขากันทรลักษณ์(G1) 59 หมู่ที่ 8 ถ.สินประดิษฐ์ ต.น้ำอ้อม อ.กันทรลักษ์ จ.ศรีสะเกษ 33110,33110
T092B030B654G262,ธนาคารออมสิน,สาขาเทสโก้โลตัส นาดี อุดรธานี(G2) 118 หมู่ที่ 2 ถ.อุดร-หนองบัวลำภู ต.นาดี อ.เมืองอุดรธานี จ.อุดรธานี 41000,41000
T092B030B132G262,ธนาคารออมสิน,"ธนาคารออมสิน สาขาบางเลน(G2) 45/3 หมู่ที่ 8 ถ.พลดำริห์ ต.บางเลน อ.บางเลน จ.นครปฐม 73130 0-3439-1123, 0-3439-1047",73130
T091B030B683G262,ธนาคารออมสิน,สาขาท่าขอนยาง(G1) 337/1-2 หมู่ที่ 1 ต.ท่าขอนยาง อ.กันทรวิชัย จ.มหาสารคาม 44150,44150
T091B030B220G262,ธนาคารออมสิน,สาขาสารภี(G1) 21/1 หมู่ที่ 3 ต.ยางเนิ้ง อ.สารภี จ.เชียงใหม่ 50140,50140
T092B030B218G262,ธนาคารออมสิน,สาขาสันป่าตอง(G2) 515 หมู่ที่ 10 ต.ยุหว่า อ.สันป่าตอง จ.เชียงใหม่ 50120,50120
T091B030B506G262,ธนาคารออมสิน,สาขาเชียงดาว(G1) 399 หมู่ที่ 7 ต.เชียงดาว อ.เชียงดาว จ.เชียงใหม่ 50170,50170
T091B030B306G262,ธนาคารออมสิน,สาขากุมภวาปี(G1) 93 หมู่ที่ 9 ถ.ศุภอรรถวินิจ ต.กุมภวาปี อ.กุมภวาปี จ.อุดรธานี 41110,41110
T006B030BE39G262,ธนาคารออมสิน,ร้านสิทธิโชค หน้าตลาดสดณัฐพงษ์ 351/3 ม.13 ต.เมืองใหม่ อ.ศรีบุญเรือง จ.หนองบัวลำภู,39180
T091B030B090G262,ธนาคารออมสิน,สาขาแม่ฮ่องสอน(G1) 28 ถ.ประดิษฐ์จองคำ ต.จองคำ อ.เมืองแม่ฮ่องสอน จ.แม่ฮ่องสอน 58000,58000
T091B030B242G262,ธนาคารออมสิน,สาขาแม่สะเรียง(G1) 164 หมู่ที่ 2 ถ.เวียงใหม่ ต.แม่สะเรียง อ.แม่สะเรียง จ.แม่ฮ่องสอน 58110,58110
T091B030B062G262,ธนาคารออมสิน,สาขาหนองคาย(G1) 736-738  ถ.มีชัย ต.ในเมือง อ.เมืองหนองคาย จ.หนองคาย 43000,43000
T092B030B798G262,ธนาคารออมสิน,สาขานาเชือก(G2) 65/18 ถ.นาเชือก-นาดูน ต.นาเชือก อ.นาเชือก จ.มหาสารคาม 44170,44170
T092B030B784G262,ธนาคารออมสิน,สาขาท่าคันโท(G2) 158 หมู่ที่ 1 ต.ท่าคันโท อ.ท่าคันโท จ.กาฬสินธุ์ 46190,46190
T092B0301039G262,ธนาคารออมสิน,ธนาคารออมสิน สาขาเดอะไนน์ พระราม 9(G2) 999/1-4 ถ.พระราม 9 แขวงสวนหลวง เขตสวนหลวง กรุงเทพมหานคร 10250 โทร. 0-27167882-3,10250
T092B030B585G262,ธนาคารออมสิน,"ธนาคารออมสิน สาขาแม่จริม(G2) 243หมู่ 4 ต.หนองแดง อ.แม่จริม จ.น่าน 55170 0-5476-9077,0-5476-9079",55170
T013B030BE62G262,ธนาคารออมสิน,บ้านเล็กเจริญ 88 ต.ปางมะค่า อ.ขาณุวรลักษบุรี จ.กำแพงเพชร,62140
T092B030B637G262,ธนาคารออมสิน,สาขาเดอะมอลล์ งามวงศ์วาน(G2) ห้องเลขที่ 528 ชั้น 5 ภายในศูนย์การค้าเดอะมอลล์ งามวงศ์วาน เลขที่ 30/39-50 ถ.งามวงศ์วาน ต.บางเขน อ.เมืองนนทบุรี จ.นนทบุรี 11000,11000
T091B030B503G262,ธนาคารออมสิน,สาขาถีนานนท์(G1) 20/47 ถ.ถีนานนท์ ต.กาฬสินธุ์ อ.เมืองกาฬสินธุ์  จ.กาฬสินธุ์ 46000,46000
T482B030BE10G262,ธนาคารออมสิน,วัดทุ่งเศรษฐี 144 ซ.ทุ่งเศรษฐี แยก 28-1 แขวงดอกไม้ เขตประเวศ กรุงเทพฯ 10263,10263
T092B0301068G262,ธนาคารออมสิน,ธนาคารออมสิน สาขาตลาดเจ้าพระยา(G2) เจ้าพระยาพลาซ่า ชั้น1 ห้อง1B 67/12 หมู่10 ถ.บางกรวย-ไทรน้อย ต.บางเลน อ.บางใหญ่ จ.นนทบุรี 02-1174113,10210
T027B030BE60G262,ธนาคารออมสิน,ตลาดโรงสี 65 ม.15 ถ.นครสวรรค์ - กำแพงเพชร ต.หนองกระโดน อ.เมือง จ.นครสวรรค์ 60240,60240
T055B030BE60G262,ธนาคารออมสิน,ร้านลูกแม่เจริญ 7/1 ม.4 ถ.พนมรอก คลองบอน พนมเศษ  ต.พนมรอก อ.ท่าตะโก จ.นครสวรรค์ 60160,60160
T017B030BE46G262,ธนาคารออมสิน,ห้างกาฬสินธุ์พลาซ่า อ.เมือง 4/14 ถ.ถีนานนท์ อ.เมือง จ.กาฬสินธุ์,46000
T091B030B906G262,ธนาคารออมสิน,สาขาบิ๊กซี สุโขทัย(G1) ห้องเลขที่ GCR149 ชั้น 1 ศูนย์การค้าบิ๊กซี ซูเปอร์เซ็นเตอร์ สาขาสุโขทัย เลขที่ 68 หมู่ที่ 2 ต.บ้านกล้วย อ.เมืองสุโขทัย จ.สุโขทัย 64000,64000
T091B030B200G262,ธนาคารออมสิน,สาขาทุ่งเสลี่ยม(G1) 187/3 หมู่ที่ 8 ถ.เข้าอำเภอ ต.ทุ่งเสลี่ยม อ.ทุ่งเสลี่ยม จ.สุโขทัย 64150,64150
T092B030B781G262,ธนาคารออมสิน,สาขาเชียงกลาง(G2) 73-73/1 หมู่ที่ 11 ต.เชียงกลาง อ.เชียงกลาง จ.น่าน 55160,55160
T092B030B854G262,ธนาคารออมสิน,สาขาต้นซุง แอฟเวนิว(G2) บริเวณโซน A ห้องเลขที่ BK103 ชั้น 1 โครงการต้นซุง แอฟเวนิว เลขที่ 226/3 ถ.ประดิษฐ์มนูธรรม แขวงพลับพลา เขตวังทองหลาง กรุงเทพมหานคร 10310,10310
T092B030B613G262,ธนาคารออมสิน,เครื่องอยู่โกดัง บริษัท กรีน คอนแทร็คท์ จำกัด  25/35 ม.3 ซ.เทพฤกษ์  ถ.เลียบคลองราษฎร์พัฒนา1 ต.คอกกระบือ อ.เมืองสมุทรสาคร จ.สมุทรสาคร 74000 ,74000
T091B030B608G262,ธนาคารออมสิน,สาขามหาชัย(G1) 822  ถ.สุคนธวิท ต.มหาชัย อ.เมืองสมุทรสาคร จ.สมุทรสาคร 74000,74000
T091B030B914G262,ธนาคารออมสิน,สาขาบิ๊กซี สำโรง 2(G1) ห้องเลขที่ 2CR214 ชั้น 2 ห้างบิ๊กซี สำโรง 2 เลขที่ 1293 หมู่ที่ 4 ถ.สุขุมวิท ต.เทพารักษ์ อ.เมืองสมุทรปราการ จ.สมุทรปราการ 10270,10270
T091B030B863G262,ธนาคารออมสิน,สาขาโรบินสัน ลพบุรี(G1) ชั้น 2 ห้องเลขที่ RLB-2F-RR-TBC ห้างสรรพสินค้าโรบินสัน เลขที่ 555/5 หมู่ที่ 4 ถ.พหลโยธิน ต.กกโก อ.เมืองลพบุรี จ.ลพบุรี 15000,15000
T091B030B772G262,ธนาคารออมสิน,สาขาบ่อสร้าง(G1) 276-276/1 หมู่ที่ 3 ต.ต้นเปา อ.สันกำแพง จ.เชียงใหม่ 50130,50130
T091B030B294G262,ธนาคารออมสิน,สาขาศรีเชียงใหม่(G1) 440 หมู่ที่ 1 ถ.ประชาอุทิศ ต.พรานพร้าว อ.ศรีเชียงใหม่ จ.หนองคาย 43130,43130
T091B030B816G262,ธนาคารออมสิน,สาขาสามแยกสันทราย(G1) 225/5-6 หมู่ที่ 2 ต.สันพระเนตร อ.สันทราย จ.เชียงใหม่ 50210,50210
T091B030B514G262,ธนาคารออมสิน,สาขาพงษ์เพชร(G1) 205/84-85 ถ.งามวงศ์วาน แขวงทุ่งสองห้อง เขตหลักสี่ กรุงเทพฯ 10210,10210
T091B030B002G262,ธนาคารออมสิน,สาขาสำนักราชดำเนิน(G1) 40 อาคาร ง. ถ.ราชดำเนินกลาง แขวงบวรนิเวศ เขตพระนคร กรุงเทพฯ 10200,10200
T092B030B002G262,ธนาคารออมสิน,สาขาสำนักราชดำเนิน(G2) 40 อาคาร ง. ถ.ราชดำเนินกลาง แขวงบวรนิเวศ เขตพระนคร กรุงเทพฯ 10200,10200
T092B0301041G262,ธนาคารออมสิน,"ธนาคารออมสิน สาขาเซ็นทรัล เวสท์เกต(G2) ชั้น 3 ห้องเลขที่ 340  ศูนย์การค้าเซ็นทรัล เวสท์เกต เลขที่ 199,199/1,199/2 ม. 6 ต.เสาธงหิน อ.บางใหญ่ จ.นนทบุรี 11140 โทร. 0-2194-2986-7",11140
T092B030B046G262,ธนาคารออมสิน,สาขาระยอง(G2) 3 ถ.ตากสินมหาราช ต.ท่าประดู่ อ.เมืองระยอง จ.ระยอง 21000,21000
T091B030B776G262,ธนาคารออมสิน,สาขาบิ๊กซี ตาก(G1) บริเวณชั้น 1 ห้องเลขที่ GCR 112 ห้างสรรพสินค้าบิ๊กซี ตาก เลขที่ 18/3 ถ.พหลโยธิน ต.ระแหง อ.เมืองตาก จ.ตาก 63000,63000
T092B030B776G262,ธนาคารออมสิน,สาขาบิ๊กซี ตาก(G2) บริเวณชั้น 1 ห้องเลขที่ GCR 112 ห้างสรรพสินค้าบิ๊กซี ตาก เลขที่ 18/3 ถ.พหลโยธิน ต.ระแหง อ.เมืองตาก จ.ตาก 63000,63000
T092B030B913G262,ธนาคารออมสิน,สาขาตลาดพาเจริญ(G2) 7/9 ถ.ชิดลม ต.แม่สอด อ.แม่สอด จ.ตาก 63110,63110
T092B030B770G262,ธนาคารออมสิน,สาขามหาวิทยาลัยขอนแก่น(G2) ห้องเลขที่ 1222-1225 ศูนย์อาหารและบริการ 2 (คอมเพล็กซ์) บริเวณชั้น 2 ภายในมหาวิทยาลัยขอนแก่น ต.ในเมือง อ.เมืองขอนแก่น จ.ขอนแก่น 40002,40002
T092B030B868G262,ธนาคารออมสิน,สาขาสีชมพู(G2) 202/15-16 หมู่ที่ 10 ถ.ชุมแพ-อุดรญานี ต.วังเพิ่ม อ.สีชมพู จ.ขอนแก่น 40220,40220
T449B030BE10G262,ธนาคารออมสิน,เทสโก้ โลตัส เอ็กซ์เพรส สาขาหมู่บ้านเครือวัลย์ ถนนสุวิทวงศ์ หนองจอก กรุงเทพฯ 10530,10530
T020B030BE43G262,ธนาคารออมสิน,ร้านค้าคำมิ่ง มินิมาร์ท 67 หมู่ 1 ต.โพนทอง อ.โพธิ์ตาก จ.หนองคาย,43130
T092B030B085G262,ธนาคารออมสิน,สาขากำแพงเพชร(G2) 30 ถ.เทศา 1 ต.ในเมือง อ.เมืองกำแพงเพชร จ.กำแพงเพชร 62000,62000
T091B030B801G262,ธนาคารออมสิน,สาขาหนองกุงศรี(G1) 201 หมู่ที่ 6 ต.หนองกุงศรี อ.หนองกุงศรี จ.กาฬสินธุ์ 46220,46220
T091B030B796G262,ธนาคารออมสิน,สาขาเขาวง(G1) 292 หมู่ที่ 18 ถ.เขาวง-นาคู ต.คุ้มเก่า อ.เขาวง จ.กาฬสินธุ์ 46160,46160
T091B030B845G262,ธนาคารออมสิน,สาขาสหัสขันธ์(G1) 21 หมู่ที่ 1 ต.โนนบุรี อ.สหัสขันธ์ จ.กาฬสินธุ์ 46140,46140
T342B030BE10G262,ธนาคารออมสิน,Tops Market สาขา Vanilla Moon 265 ถ.จันทน์ แขวงทุ่งวัดดอน เขตสาทร กรุงเทพฯ 10120,10120
T091B030B281G262,ธนาคารออมสิน,สาขาโกสุมพิสัย(G1) 136 ถ.ผดุงประชากร ต.หัวขวาง อ.โกสุมพิสัย จ.มหาสารคาม 44140,44140
T091B030B303G262,ธนาคารออมสิน,สาขาเชียงคาน(G1) 371/1 หมู่ที่ 1 ถ.มลิวรรณ ต.เชียงคาน อ.เชียงคาน จ.เลย 42110,42110
T092B030B099G262,ธนาคารออมสิน,สาขาเลย(G2) 119 ถ.เจริญรัฐ ต.กุดป่อง อ.เมืองเลย จ.เลย 42000,42000
T091B030B676G262,ธนาคารออมสิน,สาขาภูเรือ(G1) 474 หมู่ที่ 7 ต.หนองบัว อ.ภูเรือ จ.เลย 42160,42160
T092B030B651G262,ธนาคารออมสิน,สาขาภูกระดึง(G2) 41/5 หมู่ที่ 8 ต.ห้วยส้ม อ.ภูกระดึง จ.เลย 42180,42180
T092B030B295G262,ธนาคารออมสิน,สาขาบึงกาฬ(G2) 45 หมู่ที่ 1 ถ.บำรุงราษฎร์ ต.บึงกาฬ อ.เมืองบึงกาฬ จ.บึงกาฬ 38000,38000
T092B030B530G262,ธนาคารออมสิน,สาขาเรณูนคร(G2) 81 หมู่ที่ 2 ถ.ธาตุน้อย-นาเหนือ ต.โพนทอง อ.เรณูนคร จ.นครพนม 48170,48170
T092B030B768G262,ธนาคารออมสิน,สาขาโพนสวรรค์(G2) 575 หมู่ 12 ต.โพนสวรรค์ อ.โพนสวรรค์ จ.นครพนม 48190,48190
T091B030B410G262,ธนาคารออมสิน,สาขาคลองโพ(G1) 192 ถ.บรมอาสน์ ต.ท่าอิฐ อ.เมืองอุตรดิตถ์ จ.อุตรดิตถ์ 53000,53000
T092B030B634G262,ธนาคารออมสิน,สาขามุขศาลา(G2) 9 ถ.มุขศาลา ต.ท่าอิฐ อ.เมืองอุตรดิตถ์ จ.อุตรดิตถ์ 53000,53000
T092B030B233G262,ธนาคารออมสิน,สาขาลับแล(G2) 180 ถ.ศรีพนมมาศ ต.ศรีพนมมาศ อ.ลับแล จ.อุตรดิตถ์ 53130,53130
T092B030B825G262,ธนาคารออมสิน,สาขาหนองบัวระเหว(G2) 567/1-2 หมู่ที่ 6 ถ.จัตุรัส-หนองบัวระเหว ต.หนองบัวระเหว อ.หนองบัวระเหว จ.ชัยภูมิ 36250,36250
T091B030B705G262,ธนาคารออมสิน,สาขานาหว้า(G1) 191 หมู่ที่ 1 ถ.นาหว้า-ดอนเชียงบาน ต.นาหว้า อ.นาหว้า จ.นครพนม 48180,48180
T091B030B378G262,ธนาคารออมสิน,สาขาศรีสงคราม(G1) 403 หมู่ที่ 1 ถ.ศรีสงคราม-ท่าดอกแก้ว ต.ศรีสงคราม อ.ศรีสงคราม จ.นครพนม 48150,48150
T092B030B378G262,ธนาคารออมสิน,สาขาศรีสงคราม(G2) 403 หมู่ที่ 1 ถ.ศรีสงคราม-ท่าดอกแก้ว ต.ศรีสงคราม อ.ศรีสงคราม จ.นครพนม 48150,48150
T092B030B646G262,ธนาคารออมสิน,สาขาเทสโก้โลตัส เพชรบูรณ์(G2) ห้างสรรพสินค้า เทสโก้โลตัส เพชรบูรณ์ 929 หมู่ที่ 2 ต.สะเดียง อ.เมืองเพชรบูรณ์ จ.เพชรบูรณ์ 67000,67000
T091B030B792G262,ธนาคารออมสิน,สาขาบิ๊กซี หล่มสัก(G1) ศูนย์การค้าบิ๊กซี ซูเปอร์เซ็นเตอร์ สาขาหล่มสัก เลขที่ 70 ถ.สามัคคีชัย ต.หล่มสัก อ.หล่มสัก จ.เพชรบูรณ์ 67110,67110
T091B030B874G262,ธนาคารออมสิน,สาขาสี่แยกโรงพยาบาลร้อยเอ็ด(G1) 166-166/1-2 ถ.สุริยเดชบำรุง ต.ในเมือง อ.เมืองร้อยเอ็ด จ.ร้อยเอ็ด 45000,45000
T092B030B874G262,ธนาคารออมสิน,สาขาสี่แยกโรงพยาบาลร้อยเอ็ด(G2) 166-166/1-2 ถ.สุริยเดชบำรุง ต.ในเมือง อ.เมืองร้อยเอ็ด จ.ร้อยเอ็ด 45000,45000
T091B030B765G262,ธนาคารออมสิน,สาขาบ้านม่วง(G1) 5 หมู่ที่ 1 ถ.ราษฎร์พัฒนา ต.ม่วง อ.บ้านม่วง จ.สกลนคร 47140,47140
T092B030B765G262,ธนาคารออมสิน,สาขาบ้านม่วง(G2) 5 หมู่ที่ 1 ถ.ราษฎร์พัฒนา ต.ม่วง อ.บ้านม่วง จ.สกลนคร 47140,47140
T092B030B296G262,ธนาคารออมสิน,สาขาสว่างแดนดิน(G2) 374 หมู่ที่ 11 ถ.นิตโย ต.สว่างแดนดิน อ.สว่างแดนดิน จ.สกลนคร 47110,47110
T015B030BE47G262,ธนาคารออมสิน,7-Eleven สาขา ปตท.พังโคน2 (7114) 1/7 ม.8 ต.พังโคน อ.พังโคน จ.สกลนคร 47160,47160
T092B030B210G262,ธนาคารออมสิน,สาขาตะพานหิน(G2) 22-28 ถ.แดงทองดี ต.ตะพานหิน อ.ตะพานหิน จ.พิจิตร 66110,66110
T091B030B696G262,ธนาคารออมสิน,สาขาวัดโบสถ์(G1) 289-289/1 หมู่ 4 ถ.วัดโบสถ์-แควน้อย ต.วัดโบสถ์ อ.วัดโบสถ์ จ.พิษณุโลก 65160,65160
T091B030B573G262,ธนาคารออมสิน,สาขาชาติตระการ(G1) 116 หมู่ที่ 6 ถ.ศรีสงคราม ต.ป่าแดง อ.ชาติตระการ จ.พิษณุโลก 65170,65170
T091B030B735G262,ธนาคารออมสิน,สาขาโพธิ์ชัย(G1) 258 หมู่ที่ 2 ต.ขามเปี้ย อ.โพธิ์ชัย จ.ร้อยเอ็ด 45230,45230
T091B030B288G262,ธนาคารออมสิน,สาขาจตุรพักตรพิมาน(G1) 203 หมู่ที่ 1 ถ.ปัทมานนท์ ต.หัวช้าง อ.จตุรพักตรพิมาน จ.ร้อยเอ็ด 45180,45180
T091B030B261G262,ธนาคารออมสิน,สาขาเลิงนกทา(G1) 24 หมู่ที่ 1 ถ.ชยางกูร  ต.สามแยก อ.เลิงนกทา จ.ยโสธร 35120,35120
T091B030B257G262,ธนาคารออมสิน,สาขาอำนาจเจริญ(G1) 640 หมู่ที่ 19 ถ.เจริญผล ต.บุ่ง อ.เมืองอำนาจเจริญ จ.อำนาจเจริญ 37000,37000
T092B030B257G262,ธนาคารออมสิน,สาขาอำนาจเจริญ(G2) 640 หมู่ที่ 19 ถ.เจริญผล ต.บุ่ง อ.เมืองอำนาจเจริญ จ.อำนาจเจริญ 37000,37000
T091B030B024G262,ธนาคารออมสิน,สาขายะลา(G1) 435 ถ.สิโรรส-กรุงแสง ต.สะเตง อ.เมืองยะลา จ.ยะลา 95000,95000
T091B030B347G262,ธนาคารออมสิน,สาขาจะนะ(G1) 1 หมู่ที่ 2 ถ.ดำรงพัฒนา ต.บ้านนา อ.จะนะ จ.สงขลา 90130,90130
T092B030B933G262,ธนาคารออมสิน,สาขาสุริยะประดิษฐ์(G2) 153/4-5 ถ.สุริยะประดิษฐ์ ต.บางนาค อ.เมืองนราธิวาส จ.นราธิวาส 96000,96000
T091B030B104G262,ธนาคารออมสิน,สาขานราธิวาส(G1) 368 ถ.พิชิตบำรุง ต.บางนาค อ.เมืองนราธิวาส จ.นราธิวาส 96000,96000
T091B030B811G262,ธนาคารออมสิน,สาขาเซ็นทรัล พิษณุโลก(G1) ชั้น 3 ห้องเลขที่ 328-329 ห้างสรรพสินค้าเซ็นทรัลพลาซา พิษณุโลก เลขที่ 9/99 หมู่ที่ 5 ต.พลายชุมพล อ.เมืองพิษณุโลก จ.พิษณุโลก 65000,65000
